DISTRICT,PROVINCE,Geometry,Palika,Place,N_ID
Parsa,2,Polygon,Gaunpalika,Jagarnathpur,jagarnathpur-parsa
Parsa,2,Polygon,Gaunpalika,Pakahamainpur,pakahamainpur-parsa
Parsa,2,Polygon,wildlife-reserve,Parsa,parsa-parsa
Parsa,2,Polygon,Gaunpalika,Parsagadhi,parsagadhi-parsa
Parsa,2,Polygon,Gaunpalika,Paterwasugauli,paterwasugauli-parsa
Parsa,2,Polygon,Nagarpalika,Pokhariya,pokhariya-parsa
Parsa,2,Polygon,Gaunpalika,Sakhuwa Prasauni,sakhuwa -prasauni-parsa
Parsa,2,Polygon,Gaunpalika,Subarnapur,subarnapur-parsa
Pyuthan,5,Polygon,Gaunpalika,Airawati,airawati-pyuthan
Pyuthan,5,Polygon,Gaunpalika,Gaumukhi,gaumukhi-pyuthan
Pyuthan,5,Polygon,Gaunpalika,Jhimruk,jhimruk-pyuthan
Pyuthan,5,Polygon,Gaunpalika,Mallarani,mallarani-pyuthan
Pyuthan,5,Polygon,Gaunpalika,Mandawi,mandawi-pyuthan
Pyuthan,5,Polygon,Gaunpalika,Naubahini,naubahini-pyuthan
Pyuthan,5,Polygon,Nagarpalika,Pyuthan,pyuthan-pyuthan
Pyuthan,5,Polygon,Gaunpalika,Sarumarani,sarumarani-pyuthan
Pyuthan,5,Polygon,Nagarpalika,Sworgadwari,sworgadwari-pyuthan
Ramechhap,3,Polygon,Gaunpalika,Doraamba,doraamba-ramechhap
Ramechhap,3,Polygon,Gaunpalika,Gokulganga,gokulganga-ramechhap
Ramechhap,3,Polygon,Gaunpalika,Khadadevi,khadadevi-ramechhap
Ramechhap,3,Polygon,Gaunpalika,Likhu,likhu-ramechhap
Ramechhap,3,Polygon,Nagarpalika,Manthali,manthali-ramechhap
Ramechhap,3,Polygon,Nagarpalika,Ramechhap,ramechhap-ramechhap
Ramechhap,3,Polygon,Gaunpalika,Sunapati,sunapati-ramechhap
Ramechhap,3,Polygon,Gaunpalika,Umakunda,umakunda-ramechhap
Rasuwa,3,Polygon,Gaunpalika,Gosaikunda,gosaikunda-rasuwa
Rasuwa,3,Polygon,Gaunpalika,Kalika,kalika-rasuwa
Rasuwa,3,Polygon,Gaunpalika,Naukunda,naukunda-rasuwa
Rasuwa,3,Polygon,Gaunpalika,Parwatikunda,parwatikunda-rasuwa
Rasuwa,3,Polygon,Gaunpalika,Uttargaya,uttargaya-rasuwa
Rautahat,2,Polygon,Gaunpalika,Baudhimal,baudhimal-rautahat
Rautahat,2,Polygon,Gaunpalika,Birndaban,birndaban-rautahat
Rautahat,2,Polygon,Nagarpalika,Chandrapur,chandrapur-rautahat
Rautahat,2,Polygon,Gaunpalika,Dawahi Gonahi,dawahi -gonahi-rautahat
Rautahat,2,Polygon,Gaunpalika,Durga Bagwati,durga -bagwati-rautahat
Rautahat,2,Polygon,Gaunpalika,Gadhimai,gadhimai-rautahat
Rautahat,2,Polygon,Nagarpalika,Garuda,garuda-rautahat
Rautahat,2,Polygon,Nagarpalika,Gaur,gaur-rautahat
Rautahat,2,Polygon,Gaunpalika,Gujara,gujara-rautahat
Rautahat,2,Polygon,Gaunpalika,Ishanath,ishanath-rautahat
Rautahat,2,Polygon,Gaunpalika,Katahariya,katahariya-rautahat
Rautahat,2,Polygon,Gaunpalika,Madhav Narayan,madhav -narayan-rautahat
Rautahat,2,Polygon,Gaunpalika,Maulapur,maulapur-rautahat
Rautahat,2,Polygon,Gaunpalika,Paroha,paroha-rautahat
Rautahat,2,Polygon,Gaunpalika,Phatuwa Bijayapur,phatuwa -bijayapur-rauta
Rautahat,2,Polygon,Gaunpalika,Rajpur,rajpur-rautahat
Rolpa,5,Polygon,Gaunpalika,Duikholi,duikholi-rolpa
Rolpa,5,Polygon,Gaunpalika,Lungri,lungri-rolpa
Rolpa,5,Polygon,Gaunpalika,Madi,madi-rolpa
Rolpa,5,Polygon,Nagarpalika,Rolpa,rolpa-rolpa
Rolpa,5,Polygon,Gaunpalika,Runtigadhi,runtigadhi-rolpa
Rolpa,5,Polygon,Gaunpalika,Sukidaha,sukidaha-rolpa
Rolpa,5,Polygon,Gaunpalika,Sunchhahari,sunchhahari-rolpa
Rolpa,5,Polygon,Gaunpalika,Suwarnabati,suwarnabati-rolpa
Rolpa,5,Polygon,Gaunpalika,Thawang,thawang-rolpa
Rolpa,5,Polygon,Gaunpalika,Triveni,triveni-rolpa
Rukum,5,Polygon,Nagarpalika,Aathbiskot,aathbiskot-rukum
Rukum,5,Polygon,Gaunpalika,Banfikot,banfikot-rukum
Rukum,5,Polygon,Gaunpalika,Bhume,bhume-rukum
Rukum,5,Polygon,Nagarpalika,Chaurjahari,chaurjahari-rukum
Rukum,5,Polygon,hunting-reserve,Dhorpatan Hunting Reserve,dhorpatan -hunting -rese
Rukum,5,Polygon,Nagarpalika,Musikot,musikot-rukum
Rukum,5,Polygon,Gaunpalika,Putha Uttarganga,putha -uttarganga-rukum
Rukum,5,Polygon,Gaunpalika,Sani Veri,sani -veri-rukum
Rukum,5,Polygon,Gaunpalika,Sisne Gaunpalika,sisne -gaunpalika-rukum
Rukum,5,Polygon,Gaunpalika,Tribeni,tribeni-rukum
Rupandehi,5,Polygon,Upamahanagarpalika,Butwal,butwal-rupandehi
Rupandehi,5,Polygon,Nagarpalika,Devdaha,devdaha-rupandehi
Rupandehi,5,Polygon,Gaunpalika,Gaidahawa,gaidahawa-rupandehi
Rupandehi,5,Polygon,Gaunpalika,Kanchan,kanchan-rupandehi
Rupandehi,5,Polygon,Nagarpalika,Lumbini Sanskritik,lumbini -sanskritik-rupa
Rupandehi,5,Polygon,Gaunpalika,Marchawari,marchawari-rupandehi
Rupandehi,5,Polygon,Gaunpalika,Mayadevi,mayadevi-rupandehi
Rupandehi,5,Polygon,Gaunpalika,Omsatiya,omsatiya-rupandehi
Rupandehi,5,Polygon,Gaunpalika,Rohini,rohini-rupandehi
Rupandehi,5,Polygon,Nagarpalika,Sainamaina,sainamaina-rupandehi
Rupandehi,5,Polygon,Gaunpalika,Sammarimai,sammarimai-rupandehi
Rupandehi,5,Polygon,Gaunpalika,Sammarimai,sammarimai-rupandehi
Rupandehi,5,Polygon,Nagarpalika,Siddharthanagar,siddharthanagar-rupandeh
Rupandehi,5,Polygon,Gaunpalika,Siyari,siyari-rupandehi
Rupandehi,5,Polygon,Gaunpalika,Suddhodhan,suddhodhan-rupandehi
Rupandehi,5,Polygon,Nagarpalika,Tillotama,tillotama-rupandehi
Rupandehi,5,Polygon,,,
Salyan,6,Polygon,Nagarpalika,Bagchaur,bagchaur-salyan
Salyan,6,Polygon,Nagarpalika,Bangad Kupinde,bangad -kupinde-salyan
Salyan,6,Polygon,Gaunpalika,Chhatreswari,chhatreswari-salyan
Salyan,6,Polygon,Gaunpalika,Darma,darma-salyan
Salyan,6,Polygon,Gaunpalika,Dhorchaur,dhorchaur-salyan
Salyan,6,Polygon,Gaunpalika,Kalimati,kalimati-salyan
Salyan,6,Polygon,Gaunpalika,Kapurkot,kapurkot-salyan
Salyan,6,Polygon,Gaunpalika,Kumakh Malika,kumakh -malika-salyan
Salyan,6,Polygon,Nagarpalika,Sarada,sarada-salyan
Salyan,6,Polygon,Gaunpalika,Tribeni,tribeni-salyan
Sankhuwasabha,1,Polygon,Gaunpalika,Bhotkhola,bhotkhola-sankhuwasabha
Sankhuwasabha,1,Polygon,Nagarpalika,Chainpur,chainpur-sankhuwasabha
Sankhuwasabha,1,Polygon,Gaunpalika,Chichila,chichila-sankhuwasabha
Sankhuwasabha,1,Polygon,Nagarpalika,Dharmadevi,dharmadevi-sankhuwasabha
Sankhuwasabha,1,Polygon,Nagarpalika,Khandbari,khandbari-sankhuwasabha
Sankhuwasabha,1,Polygon,Nagarpalika,Madi,madi-sankhuwasabha
Sankhuwasabha,1,Polygon,national-park,Makalu,makalu-sankhuwasabha
Sankhuwasabha,1,Polygon,Gaunpalika,Makalu,makalu-sankhuwasabha
Sankhuwasabha,1,Polygon,Nagarpalika,Panchakhapan,panchakhapan-sankhuwasab
Sankhuwasabha,1,Polygon,Gaunpalika,Sabhapokhari,sabhapokhari-sankhuwasab
Sankhuwasabha,1,Polygon,Gaunpalika,Silichong,silichong-sankhuwasabha
Saptari,2,Polygon,gaupaika,Belhi Chapena,belhi -chapena-saptari
Saptari,2,Polygon,Gaunpalika,Bishnupur,bishnupur-saptari
Saptari,2,Polygon,Nagarpalika,Bode Barsain,bode -barsain-saptari
Saptari,2,Polygon,Gaunpalika,Chhinnamasta,chhinnamasta-saptari
Saptari,2,Polygon,Nagarpalika,Dakneshwari,dakneshwari-saptari
Saptari,2,Polygon,Nagarpalika,Hanumannagar Kankalan,hanumannagar -kankalan-s
Saptari,2,Polygon,Nagarpalika,Kanchanrup,kanchanrup-saptari
Saptari,2,Polygon,Nagarpalika,Khadak,khadak-saptari
Saptari,2,Polygon,"wildlife-reserve
",Koshi Tappu,koshi -tappu-saptari
Saptari,2,Polygon,Gaunpalika,Krishna Sawaran,krishna -sawaran-saptari
Saptari,2,Polygon,Gaunpalika,Mahadewa,mahadewa-saptari
Saptari,2,Polygon,Nagarpalika,Rajbiraj,rajbiraj-saptari
Saptari,2,Polygon,Gaunpalika,Rupani,rupani-saptari
Saptari,2,Polygon,Gaunpalika,Saptakoshi,saptakoshi-saptari
Saptari,2,Polygon,gaupaika,Shambhunath,shambhunath-saptari
Saptari,2,Polygon,Nagarpalika,Surunga,surunga-saptari
Saptari,2,Polygon,Gaunpalika,Tilathi Koiladi,tilathi -koiladi-saptari
Saptari,2,Polygon,Gaunpalika,Tirahut,tirahut-saptari
Sarlahi,2,Polygon,Nagarpalika,Bagmati,bagmati-sarlahi
Sarlahi,2,Polygon,Nagarpalika,Balara,balara-sarlahi
Sarlahi,2,Polygon,Nagarpalika,Barahathawa,barahathawa-sarlahi
Sarlahi,2,Polygon,Gaunpalika,Bishnu,bishnu-sarlahi
Sarlahi,2,Polygon,Gaunpalika,Bramhapuri,bramhapuri-sarlahi
Sarlahi,2,Polygon,Gaunpalika,Chakraghatta,chakraghatta-sarlahi
Sarlahi,2,Polygon,Gaunpalika,Chandranagar,chandranagar-sarlahi
Sarlahi,2,Polygon,Gaunpalika,Dhankaul,dhankaul-sarlahi
Sarlahi,2,Polygon,Nagarpalika,Gaudeta,gaudeta-sarlahi
Sarlahi,2,Polygon,Nagarpalika,Haripur,haripur-sarlahi
Sarlahi,2,Polygon,Nagarpalika,Haripurwa,haripurwa-sarlahi
Sarlahi,2,Polygon,Nagarpalika,Hariwan,hariwan-sarlahi
Sarlahi,2,Polygon,Nagarpalika,Ishworpur,ishworpur-sarlahi
Sarlahi,2,Polygon,Gaunpalika,Kabilasi,kabilasi-sarlahi
Sarlahi,2,Polygon,Nagarpalika,Lalbandi,lalbandi-sarlahi
Sarlahi,2,Polygon,Nagarpalika,Malangawa,malangawa-sarlahi
Sarlahi,2,Polygon,Gaunpalika,Ramnagar,ramnagar-sarlahi
Sindhuli,3,Polygon,Nagarpalika,Dudhouli,dudhouli-sindhuli
Sindhuli,3,Polygon,Gaunpalika,Ghyanglekh,ghyanglekh-sindhuli
Sindhuli,3,Polygon,Gaunpalika,Golanjor,golanjor-sindhuli
Sindhuli,3,Polygon,Gaunpalika,Hariharpurgadhi,hariharpurgadhi-sindhuli
Sindhuli,3,Polygon,Nagarpalika,Kamalamai,kamalamai-sindhuli
Sindhuli,3,Polygon,Gaunpalika,Marin,marin-sindhuli
Sindhuli,3,Polygon,Gaunpalika,Phikkal,phikkal-sindhuli
Sindhuli,3,Polygon,Gaunpalika,Sunkoshi,sunkoshi-sindhuli
Sindhuli,3,Polygon,Gaunpalika,Tinpatan,tinpatan-sindhuli
Sindhupalchowk,3,Polygon,Gaunpalika,Balefi,balefi-sindhupalchowk
Sindhupalchowk,3,Polygon,Nagarpalika,Barhabise,barhabise-sindhupalchowk
Sindhupalchowk,3,Polygon,Gaunpalika,Bhotekoshi,bhotekoshi-sindhupalchow
Sindhupalchowk,3,Polygon,Nagarpalika,Chautara Sangachokgadhi,chautara -sangachokgadhi
Sindhupalchowk,3,Polygon,Gaunpalika,Helambu,helambu-sindhupalchowk
Sindhupalchowk,3,Polygon,Gaunpalika,Indrawati,indrawati-sindhupalchowk
Sindhupalchowk,3,Polygon,Gaunpalika,Jugal,jugal-sindhupalchowk
Sindhupalchowk,3,Polygon,Gaunpalika,Lisangkhu Pakhar,lisangkhu -pakhar-sindhu
Sindhupalchowk,3,Polygon,Nagarpalika,Melamchi,melamchi-sindhupalchowk
Sindhupalchowk,3,Polygon,Gaunpalika,Panchpokhari Thangpal,panchpokhari -thangpal-s
Sindhupalchowk,3,Polygon,Gaunpalika,Sunkoshi,sunkoshi-sindhupalchowk
Sindhupalchowk,3,Polygon,Gaunpalika,Tripurasundari,tripurasundari-sindhupal
Siraha,2,Polygon,Gaunpalika,Arnama,arnama-siraha
Siraha,2,Polygon,Gaunpalika,Aurahi,aurahi-siraha
Siraha,2,Polygon,Gaunpalika,Bariyarpatti,bariyarpatti-siraha
Siraha,2,Polygon,Gaunpalika,Bhagawanpur,bhagawanpur-siraha
Siraha,2,Polygon,Gaunpalika,Bishnupur,bishnupur-siraha
Siraha,2,Polygon,Nagarpalika,Dhangadhimai,dhangadhimai-siraha
Siraha,2,Polygon,Nagarpalika,Golbazar,golbazar-siraha
Siraha,2,Polygon,Nagarpalika,Kalyanpur,kalyanpur-siraha
Siraha,2,Polygon,Gaunpalika,Karjanha,karjanha-siraha
Siraha,2,Polygon,Nagarpalika,Lahan,lahan-siraha
Siraha,2,Polygon,Gaunpalika,Laxmi Patari,laxmi -patari-siraha
Siraha,2,Polygon,Nagarpalika,Mirchaiya,mirchaiya-siraha
Siraha,2,Polygon,Gaunpalika,Narha,narha-siraha
Siraha,2,Polygon,Gaunpalika,Nawarajpur,nawarajpur-siraha
Siraha,2,Polygon,Gaunpalika,Sakhuwa Nankarkatti,sakhuwa -nankarkatti-sir
Siraha,2,Polygon,Nagarpalika,Siraha,siraha-siraha
Siraha,2,Polygon,Nagarpalika,Siraha,siraha-siraha
Siraha,2,Polygon,Nagarpalika,Sukhipur,sukhipur-siraha
Solukhumbu,1,Polygon,Gaunpalika,Dudhkaushika,dudhkaushika-solukhumbu
Solukhumbu,1,Polygon,Gaunpalika,Dudhkoshi,dudhkoshi-solukhumbu
Solukhumbu,1,Polygon,Gaunpalika,Khumbu Pasanglamhu,khumbu -pasanglamhu-solu
Solukhumbu,1,Polygon,Gaunpalika,Likhupike,likhupike-solukhumbu
Solukhumbu,1,Polygon,Gaunpalika,Mahakulung,mahakulung-solukhumbu
Solukhumbu,1,Polygon,Gaunpalika,Nechasalyan,nechasalyan-solukhumbu
Solukhumbu,1,Polygon,Nagarpalika,Solududhkunda,solududhkunda-solukhumbu
Solukhumbu,1,Polygon,Gaunpalika,Sotang,sotang-solukhumbu
Sunsari,1,Polygon,Nagarpalika,Barah,barah-sunsari
Sunsari,1,Polygon,Gaunpalika,Barju,barju-sunsari
Sunsari,1,Polygon,Gaunpalika,Bhokraha,bhokraha-sunsari
Sunsari,1,Polygon,Gaunpalika,Dewanganj,dewanganj-sunsari
Sunsari,1,Polygon,Upamahanagarpalika,Dharan,dharan-sunsari
Sunsari,1,Polygon,Nagarpalika,Duhabi,duhabi-sunsari
Sunsari,1,Polygon,Gaunpalika,Gadhi,gadhi-sunsari
Sunsari,1,Polygon,Gaunpalika,Harinagara,harinagara-sunsari
Sunsari,1,Polygon,Nagarpalika,Inaruwa,inaruwa-sunsari
Sunsari,1,Polygon,Upamahanagarpalika,Itahari,itahari-sunsari
Sunsari,1,Polygon,Gaunpalika,Koshi,koshi-sunsari
Sunsari,1,Polygon,"wildlife-reserve
",Koshi Tappu,koshi -tappu-sunsari
Sunsari,1,Polygon,Nagarpalika,Ramdhuni,ramdhuni-sunsari
Surkhet,6,Polygon,Gaunpalika,Barahtaal,barahtaal-surkhet
Surkhet,6,Polygon,Nagarpalika,Bheriganga,bheriganga-surkhet
Surkhet,6,Polygon,Nagarpalika,Birendranagar,birendranagar-surkhet
Surkhet,6,Polygon,Gaunpalika,Chaukune,chaukune-surkhet
Surkhet,6,Polygon,Gaunpalika,Chingad,chingad-surkhet
Surkhet,6,Polygon,Nagarpalika,Gurbhakot,gurbhakot-surkhet
Surkhet,6,Polygon,Nagarpalika,Lekbeshi,lekbeshi-surkhet
Surkhet,6,Polygon,Nagarpalika,Panchpuri,panchpuri-surkhet
Surkhet,6,Polygon,Gaunpalika,Simta,simta-surkhet
Syangja,4,Polygon,Gaunpalika,Aandhikhola,aandhikhola-syangja
Syangja,4,Polygon,Gaunpalika,Arjunchaupri,arjunchaupri-syangja
Syangja,4,Polygon,Nagarpalika,Bhirkot,bhirkot-syangja
Syangja,4,Polygon,Gaunpalika,Biruwa,biruwa-syangja
Syangja,4,Polygon,Nagarpalika,Chapakot,chapakot-syangja
Syangja,4,Polygon,Nagarpalika,Galyang,galyang-syangja
Syangja,4,Polygon,Gaunpalika,Harinas,harinas-syangja
Syangja,4,Polygon,Gaunpalika,Kaligandagkii,kaligandagkii-syangja
Syangja,4,Polygon,Gaunpalika,Phedikhola,phedikhola-syangja
Syangja,4,Polygon,Nagarpalika,Putalibazar,putalibazar-syangja
Syangja,4,MultiPolygon,Nagarpalika,Waling,waling-syangja
Tanahun,4,Polygon,Gaunpalika,Aabunkhareni,aabunkhareni-tanahun
Tanahun,4,Polygon,Gaunpalika,Bandipur,bandipur-tanahun
Tanahun,4,Polygon,Nagarpalika,Bhanu,bhanu-tanahun
Tanahun,4,Polygon,Nagarpalika,Bhimad,bhimad-tanahun
Tanahun,4,Polygon,Nagarpalika,Byas,byas-tanahun
Tanahun,4,Polygon,Gaunpalika,Devghat,devghat-tanahun
Tanahun,4,Polygon,Gaunpalika,Ghiring,ghiring-tanahun
Tanahun,4,Polygon,Gaunpalika,Myagde,myagde-tanahun
Tanahun,4,Polygon,Gaunpalika,Rhising,rhising-tanahun
Tanahun,4,Polygon,Nagarpalika,Shuklagandaki,shuklagandaki-tanahun
Taplejung,1,Polygon,Gaunpalika,Aathrai Tribeni,aathrai -tribeni-tapleju
Taplejung,1,Polygon,Gaunpalika,Maiwakhola,maiwakhola-taplejung
Taplejung,1,Polygon,Gaunpalika,Meringden,meringden-taplejung
Taplejung,1,Polygon,Gaunpalika,Meringden,meringden-taplejung
Taplejung,1,Polygon,Gaunpalika,Mikwakhola,mikwakhola-taplejung
Taplejung,1,Polygon,Gaunpalika,Phaktanglung,phaktanglung-taplejung
Taplejung,1,Polygon,Nagarpalika,Phungling,phungling-taplejung
Taplejung,1,Polygon,Gaunpalika,Sidingba,sidingba-taplejung
Taplejung,1,Polygon,Gaunpalika,Sirijangha,sirijangha-taplejung
Taplejung,1,Polygon,Gaunpalika,Yangwarak,yangwarak-taplejung
Terathum,1,Polygon,Gaunpalika,Aathrai,aathrai-terathum
Terathum,1,Polygon,Gaunpalika,Chhathar,chhathar-terathum
Terathum,1,Polygon,Nagarpalika,Laliguras,laliguras-terathum
Terathum,1,Polygon,Gaunpalika,Menchhayam,menchhayam-terathum
Terathum,1,Polygon,Nagarpalika,Myanglung,myanglung-terathum
Terathum,1,Polygon,Gaunpalika,Phedap,phedap-terathum
Udayapur,1,Polygon,Nagarpalika,Belaka,belaka-udayapur
Udayapur,1,Polygon,Nagarpalika,Chaudandigadi,chaudandigadi-udayapur
Udayapur,1,Polygon,Nagarpalika,Katari,katari-udayapur
Udayapur,1,Polygon,"wildlife-reserve
",Koshi Tappu,koshi -tappu-udayapur
Udayapur,1,Polygon,Gaunpalika,Rautamai,rautamai-udayapur
Udayapur,1,Polygon,Gaunpalika,Sunkoshi,sunkoshi-udayapur
Udayapur,1,Polygon,Gaunpalika,Tapli,tapli-udayapur
Udayapur,1,Polygon,Nagarpalika,Triyuga,triyuga-udayapur
Udayapur,1,Polygon,Gaunpalika,Udayapurgadhi,udayapurgadhi-udayapur
